Huurobject;Mutatiegraad
HO 3000/1066/1;0
HO 3000/1066/2;0,357
HO 3000/1066/5;0
HO 3000/1067/1;0,071
HO 3000/1067/10;0
HO 3000/1067/11;0
HO 3000/1067/12;0,071
HO 3000/1067/13;0
HO 3000/1067/14;0,071
HO 3000/1067/15;0
HO 3000/1067/16;0
HO 3000/1067/17;0,071
HO 3000/1067/18;0,071
HO 3000/1067/19;0
HO 3000/1067/2;0
HO 3000/1067/20;0,071
HO 3000/1067/21;0
HO 3000/1067/22;0,143
HO 3000/1067/23;0,143
HO 3000/1067/24;0
HO 3000/1067/25;0,143
HO 3000/1067/26;0
HO 3000/1067/27;0,071
HO 3000/1067/28;0,071
HO 3000/1067/29;0
HO 3000/1067/3;0,071
HO 3000/1067/30;0,071
HO 3000/1067/31;0,143
HO 3000/1067/32;0,071
HO 3000/1067/33;0
HO 3000/1067/34;0
HO 3000/1067/35;0
HO 3000/1067/36;0
HO 3000/1067/37;0,071
HO 3000/1067/38;0
HO 3000/1067/39;0,071
HO 3000/1067/4;0
HO 3000/1067/40;0
HO 3000/1067/41;0,143
HO 3000/1067/42;0
HO 3000/1067/43;0
HO 3000/1067/44;0
HO 3000/1067/45;0
HO 3000/1067/5;0,143
HO 3000/1067/6;0
HO 3000/1067/7;0
HO 3000/1067/8;0,071
HO 3000/1067/9;0
HO 3000/1068/1;0
HO 3000/1068/10;0,071
HO 3000/1068/11;0
HO 3000/1068/12;0
HO 3000/1068/13;0,071
HO 3000/1068/14;0,071
HO 3000/1068/15;0,071
HO 3000/1068/16;0
HO 3000/1068/17;0,143
HO 3000/1068/18;0
HO 3000/1068/19;0,071
HO 3000/1068/2;0,214
HO 3000/1068/20;0,071
HO 3000/1068/21;0
HO 3000/1068/22;0,071
HO 3000/1068/23;0,071
HO 3000/1068/24;0,143
HO 3000/1068/25;0
HO 3000/1068/26;0
HO 3000/1068/27;0,071
HO 3000/1068/28;0,143
HO 3000/1068/29;0
HO 3000/1068/3;0,071
HO 3000/1068/30;0,071
HO 3000/1068/31;0,071
HO 3000/1068/32;0,143
HO 3000/1068/33;0,143
HO 3000/1068/34;0,071
HO 3000/1068/35;0,071
HO 3000/1068/36;0
HO 3000/1068/37;0
HO 3000/1068/38;0,071
HO 3000/1068/39;0
HO 3000/1068/4;0,071
HO 3000/1068/40;0,143
HO 3000/1068/41;0,214
HO 3000/1068/42;0,357
HO 3000/1068/43;0
HO 3000/1068/44;0,071
HO 3000/1068/45;0,143
HO 3000/1068/46;0
HO 3000/1068/47;0,071
HO 3000/1068/48;0,071
HO 3000/1068/49;0
HO 3000/1068/5;0
HO 3000/1068/50;0,071
HO 3000/1068/51;0,143
HO 3000/1068/52;0,071
HO 3000/1068/53;0,071
HO 3000/1068/54;0
HO 3000/1068/55;0,143
HO 3000/1068/56;0
HO 3000/1068/57;0,071
HO 3000/1068/58;0,071
HO 3000/1068/59;0
HO 3000/1068/6;0
HO 3000/1068/60;0
HO 3000/1068/7;0,071
HO 3000/1068/8;0
HO 3000/1068/9;0,071
HO 3000/1069/1;0,071
HO 3000/1069/10;0
HO 3000/1069/11;0
HO 3000/1069/12;0
HO 3000/1069/13;0
HO 3000/1069/14;0
HO 3000/1069/2;0
HO 3000/1069/3;0,071
HO 3000/1069/4;0
HO 3000/1069/5;0
HO 3000/1069/6;0
HO 3000/1069/7;0
HO 3000/1069/8;0
HO 3000/1069/9;0,071
HO 3000/107/1;0
HO 3000/107/2;0,143
HO 3000/107/3;0
HO 3000/107/4;0,071
HO 3000/107/5;0,071
HO 3000/1071/1;0
HO 3000/1071/2;0
HO 3000/1071/3;0,071
HO 3000/1071/4;0,071
HO 3000/1071/5;0,286
HO 3000/1071/6;0,071
HO 3000/1071/7;0,071
HO 3000/1072/1;0,071
HO 3000/1072/2;0,071
HO 3000/1072/3;0
HO 3000/1072/4;0
HO 3000/1072/5;0,071
HO 3000/1072/6;0,071
HO 3000/1073/2;0
HO 3000/1073/3;0
HO 3000/1073/4;0
HO 3000/1074/2;0
HO 3000/1074/4;0
HO 3000/1074/5;0,071
HO 3000/1074/6;0
HO 3000/1074/7;0
HO 3000/1074/8;0,143
HO 3000/1074/9;0,071
HO 3000/1075/1;0,071
HO 3000/1075/2;0,071
HO 3000/1075/3;0
HO 3000/1075/4;0
HO 3000/1075/5;0
HO 3000/1075/6;0,143
HO 3000/1076/1;0,071
HO 3000/1076/2;0,143
HO 3000/1076/3;0
HO 3000/1076/4;0,071
HO 3000/1076/5;0,071
HO 3000/1076/6;0
HO 3000/1076/7;0
HO 3000/1076/8;0
HO 3000/1076/9;0,071
HO 3000/1077/1;0,071
HO 3000/1077/10;0,071
HO 3000/1077/11;0,071
HO 3000/1077/12;0,071
HO 3000/1077/13;0,071
HO 3000/1077/14;0
HO 3000/1077/15;0
HO 3000/1077/16;0,214
HO 3000/1077/17;0
HO 3000/1077/18;0
HO 3000/1077/19;0,143
HO 3000/1077/2;0
HO 3000/1077/20;0,143
HO 3000/1077/21;0,071
HO 3000/1077/22;0,071
HO 3000/1077/23;0
HO 3000/1077/24;0
HO 3000/1077/3;0,071
HO 3000/1077/4;0,071
HO 3000/1077/5;0
HO 3000/1077/6;0,071
HO 3000/1077/7;0,071
HO 3000/1077/8;0
HO 3000/1077/9;0,071
HO 3000/1078/1;0,143
HO 3000/1078/10;0,143
HO 3000/1078/11;0
HO 3000/1078/12;0,071
HO 3000/1078/13;0,071
HO 3000/1078/14;0
HO 3000/1078/15;0,071
HO 3000/1078/16;0,143
HO 3000/1078/17;0
HO 3000/1078/5;0,143
HO 3000/1078/6;0
HO 3000/1078/7;0,071
HO 3000/1078/8;0,143
HO 3000/1078/9;0
HO 3000/108/1;0,143
HO 3000/108/2;0
HO 3000/108/3;0
HO 3000/108/4;0,071
HO 3000/108/6;0,071
HO 3000/108/7;0
HO 3000/108/8;0,071
HO 3000/1080/1;0,071
HO 3000/1080/10;0
HO 3000/1080/11;0,071
HO 3000/1080/12;0
HO 3000/1080/13;0,071
HO 3000/1080/14;0,071
HO 3000/1080/15;0,071
HO 3000/1080/16;0
HO 3000/1080/17;0
HO 3000/1080/18;0
HO 3000/1080/19;0
HO 3000/1080/2;0
HO 3000/1080/20;0,071
HO 3000/1080/21;0
HO 3000/1080/22;0
HO 3000/1080/4;0,071
HO 3000/1080/5;0,071
HO 3000/1080/6;0,071
HO 3000/1080/7;0,143
HO 3000/1080/8;0,071
HO 3000/1081/1;0,071
HO 3000/1081/10;0,286
HO 3000/1081/11;0,071
HO 3000/1081/12;0,071
HO 3000/1081/13;0,071
HO 3000/1081/14;0
HO 3000/1081/15;0,071
HO 3000/1081/16;0,071
HO 3000/1081/17;0,071
HO 3000/1081/18;0
HO 3000/1081/19;0,071
HO 3000/1081/2;0,071
HO 3000/1081/20;0,071
HO 3000/1081/21;0,071
HO 3000/1081/22;0,143
HO 3000/1081/23;0
HO 3000/1081/24;0,071
HO 3000/1081/25;0,071
HO 3000/1081/26;0
HO 3000/1081/27;0
HO 3000/1081/28;0,071
HO 3000/1081/29;0,071
HO 3000/1081/3;0
HO 3000/1081/30;0,071
HO 3000/1081/31;0,214
HO 3000/1081/32;0,071
HO 3000/1081/33;0,143
HO 3000/1081/34;0
HO 3000/1081/35;0,143
HO 3000/1081/36;0,071
HO 3000/1081/37;0
HO 3000/1081/38;0,143
HO 3000/1081/39;0,071
HO 3000/1081/4;0
HO 3000/1081/40;0,143
HO 3000/1081/5;0,214
HO 3000/1081/6;0
HO 3000/1081/7;0
HO 3000/1081/8;0,071
HO 3000/1081/9;0,071
HO 3000/1082/1;0,071
HO 3000/1082/2;0
HO 3000/1082/3;0
HO 3000/1082/4;0
HO 3000/1082/5;0
HO 3000/1082/6;0
HO 3000/1082/7;0,143
HO 3000/1082/8;0
HO 3000/1082/9;0,143
HO 3000/1083/1;0
HO 3000/1083/2;0,143
HO 3000/1083/3;0,143
HO 3000/1083/4;0
HO 3000/1083/5;0,071
HO 3000/1084/1;0,071
HO 3000/1084/2;0,071
HO 3000/1084/3;0,143
HO 3000/1084/4;0,071
HO 3000/1086/1;0
HO 3000/1086/10;0,071
HO 3000/1086/11;0,143
HO 3000/1086/12;0,071
HO 3000/1086/13;0,071
HO 3000/1086/2;0,071
HO 3000/1086/3;0,214
HO 3000/1086/4;0,071
HO 3000/1086/5;0,071
HO 3000/1086/6;0,143
HO 3000/1086/7;0,071
HO 3000/1086/8;0,071
HO 3000/1086/9;0
HO 3000/1087/1;0
HO 3000/1087/10;0
HO 3000/1087/11;0,071
HO 3000/1087/12;0
HO 3000/1087/13;0,071
HO 3000/1087/14;0,071
HO 3000/1087/15;0
HO 3000/1087/16;0
HO 3000/1087/17;0
HO 3000/1087/18;0
HO 3000/1087/2;0,214
HO 3000/1087/3;0
HO 3000/1087/4;0,071
HO 3000/1087/5;0
HO 3000/1087/6;0
HO 3000/1087/7;0
HO 3000/1087/8;0,143
HO 3000/1087/9;0,071
HO 3000/1088/1;0,071
HO 3000/1088/10;0,143
HO 3000/1088/2;0
HO 3000/1088/3;0,071
HO 3000/1088/4;0,071
HO 3000/1088/5;0,214
HO 3000/1088/6;0,143
HO 3000/1088/7;0,071
HO 3000/1088/8;0
HO 3000/1088/9;0
HO 3000/1089/1;0
HO 3000/1089/10;0
HO 3000/1089/11;0
HO 3000/1089/12;0
HO 3000/1089/13;0
HO 3000/1089/14;0,071
HO 3000/1089/15;0,071
HO 3000/1089/16;0
HO 3000/1089/17;0,214
HO 3000/1089/18;0,071
HO 3000/1089/19;0,143
HO 3000/1089/2;0
HO 3000/1089/3;0,071
HO 3000/1089/4;0,071
HO 3000/1089/5;0,071
HO 3000/1089/6;0,071
HO 3000/1089/7;0,071
HO 3000/1089/8;0,071
HO 3000/1089/9;0,143
HO 3000/109/1;0,071
HO 3000/109/2;0,071
HO 3000/109/3;0,143
HO 3000/109/5;0
HO 3000/109/7;0
HO 3000/109/8;0,071
HO 3000/109/9;0,071
HO 3000/1091/1;0,071
HO 3000/1091/2;0
HO 3000/1091/3;0
HO 3000/1092/1;0
HO 3000/1092/10;0
HO 3000/1092/11;0,071
HO 3000/1092/12;0,143
HO 3000/1092/13;0,071
HO 3000/1092/14;0
HO 3000/1092/15;0
HO 3000/1092/16;0
HO 3000/1092/17;0,071
HO 3000/1092/18;0,071
HO 3000/1092/19;0
HO 3000/1092/2;0
HO 3000/1092/20;0,071
HO 3000/1092/21;0
HO 3000/1092/22;0,071
HO 3000/1092/23;0
HO 3000/1092/24;0,143
HO 3000/1092/25;0,071
HO 3000/1092/26;0
HO 3000/1092/27;0
HO 3000/1092/28;0
HO 3000/1092/29;0,143
HO 3000/1092/3;0,143
HO 3000/1092/30;0,143
HO 3000/1092/31;0,071
HO 3000/1092/32;0
HO 3000/1092/33;0
HO 3000/1092/34;0,071
HO 3000/1092/35;0,071
HO 3000/1092/36;0,071
HO 3000/1092/4;0,071
HO 3000/1092/5;0,143
HO 3000/1092/6;0,071
HO 3000/1092/7;0,071
HO 3000/1092/8;0
HO 3000/1092/9;0,286
HO 3000/1093/1;0
HO 3000/1093/10;0
HO 3000/1093/11;0
HO 3000/1093/12;0
HO 3000/1093/13;0
HO 3000/1093/14;0
HO 3000/1093/15;0
HO 3000/1093/16;0
HO 3000/1093/2;0
HO 3000/1093/3;0
HO 3000/1093/4;0,071
HO 3000/1093/5;0
HO 3000/1093/6;0
HO 3000/1093/7;0,071
HO 3000/1093/8;0
HO 3000/1093/9;0
HO 3000/1098/2;0,077
HO 3000/1099/1;0,071
HO 3000/1099/3;0
HO 3000/1099/4;0,143
HO 3000/1099/5;0
HO 3000/1099/6;0,143
HO 3000/1099/7;0
HO 3000/1099/8;0
HO 3000/110/1;0
HO 3000/110/10;0,071
HO 3000/110/11;0,071
HO 3000/110/12;0,143
HO 3000/110/2;0,071
HO 3000/110/3;0,071
HO 3000/110/4;0,143
HO 3000/110/5;0
HO 3000/110/6;0,143
HO 3000/110/7;0,071
HO 3000/110/8;0
HO 3000/110/9;0,071
HO 3000/1100/1;0
HO 3000/1100/10;0,071
HO 3000/1100/2;0
HO 3000/1100/3;0,071
HO 3000/1100/4;0
HO 3000/1100/5;0
HO 3000/1100/6;0,143
HO 3000/1100/7;0,071
HO 3000/1100/8;0
HO 3000/1100/9;0,214
HO 3000/1102/1;0,071
HO 3000/1102/10;0
HO 3000/1102/11;0,143
HO 3000/1102/12;0
HO 3000/1102/13;0,071
HO 3000/1102/14;0
HO 3000/1102/15;0
HO 3000/1102/16;0
HO 3000/1102/17;0,286
HO 3000/1102/18;0,071
HO 3000/1102/19;0,143
HO 3000/1102/2;0,143
HO 3000/1102/20;0,143
HO 3000/1102/21;0
HO 3000/1102/22;0,071
HO 3000/1102/23;0,071
HO 3000/1102/24;0
HO 3000/1102/25;0,143
HO 3000/1102/26;0,071
HO 3000/1102/27;0,071
HO 3000/1102/28;0,071
HO 3000/1102/29;0
HO 3000/1102/3;0
HO 3000/1102/30;0
HO 3000/1102/31;0,071
HO 3000/1102/32;0
HO 3000/1102/4;0,143
HO 3000/1102/5;0,071
HO 3000/1102/6;0
HO 3000/1102/7;0,071
HO 3000/1102/8;0
HO 3000/1102/9;0,143
HO 3000/1103/17;0
HO 3000/1104/1;0,143
HO 3000/1104/10;0,071
HO 3000/1104/11;0,071
HO 3000/1104/12;0,143
HO 3000/1104/13;0
HO 3000/1104/14;0,071
HO 3000/1104/15;0
HO 3000/1104/16;0,071
HO 3000/1104/17;0,071
HO 3000/1104/18;0
HO 3000/1104/19;0,071
HO 3000/1104/2;0
HO 3000/1104/20;0,071
HO 3000/1104/21;0,071
HO 3000/1104/22;0,071
HO 3000/1104/23;0,071
HO 3000/1104/24;0,214
HO 3000/1104/25;0,143
HO 3000/1104/26;0
HO 3000/1104/27;0
HO 3000/1104/28;0
HO 3000/1104/29;0,071
HO 3000/1104/3;0,071
HO 3000/1104/30;0,071
HO 3000/1104/31;0,143
HO 3000/1104/32;0
HO 3000/1104/4;0,143
HO 3000/1104/5;0,071
HO 3000/1104/6;0
HO 3000/1104/7;0,143
HO 3000/1104/8;0
HO 3000/1104/9;0,143
HO 3000/1106/1;0
HO 3000/1106/10;0,143
HO 3000/1106/11;0
HO 3000/1106/12;0,071
HO 3000/1106/13;0,357
HO 3000/1106/14;0
HO 3000/1106/2;0,143
HO 3000/1106/3;0,143
HO 3000/1106/5;0,071
HO 3000/1106/6;0,071
HO 3000/1106/7;0
HO 3000/1106/8;0,143
HO 3000/1106/9;0,143
HO 3000/1107/1;0
HO 3000/1107/2;0,214
HO 3000/1107/3;0
HO 3000/1108/1;0,071
HO 3000/1108/2;0,071
HO 3000/1108/3;0
HO 3000/1108/4;0,143
HO 3000/1108/5;0
HO 3000/1108/6;0
HO 3000/1108/7;0,071
HO 3000/1108/8;0,214
HO 3000/1109/1;0
HO 3000/1109/10;0,214
HO 3000/1109/11;0,143
HO 3000/1109/12;0
HO 3000/1109/13;0,143
HO 3000/1109/14;0
HO 3000/1109/15;0,071
HO 3000/1109/16;0,071
HO 3000/1109/17;0,286
HO 3000/1109/18;0,143
HO 3000/1109/19;0,071
HO 3000/1109/2;0
HO 3000/1109/20;0,071
HO 3000/1109/21;0,071
HO 3000/1109/22;0
HO 3000/1109/23;0
HO 3000/1109/24;0,071
HO 3000/1109/25;0,071
HO 3000/1109/26;0
HO 3000/1109/27;0,071
HO 3000/1109/28;0,071
HO 3000/1109/29;0,143
HO 3000/1109/3;0,071
HO 3000/1109/30;0
HO 3000/1109/31;0,071
HO 3000/1109/32;0
HO 3000/1109/33;0,071
HO 3000/1109/34;0
HO 3000/1109/35;0
HO 3000/1109/36;0,071
HO 3000/1109/37;0
HO 3000/1109/38;0,071
HO 3000/1109/39;0
HO 3000/1109/4;0
HO 3000/1109/40;0,143
HO 3000/1109/41;0,143
HO 3000/1109/42;0,071
HO 3000/1109/43;0,071
HO 3000/1109/44;0
HO 3000/1109/45;0,143
HO 3000/1109/46;0,143
HO 3000/1109/47;0,286
HO 3000/1109/48;0
HO 3000/1109/49;0
HO 3000/1109/5;0
HO 3000/1109/50;0
HO 3000/1109/51;0,071
HO 3000/1109/52;0,071
HO 3000/1109/53;0,214
HO 3000/1109/54;0,143
HO 3000/1109/6;0
HO 3000/1109/7;0
HO 3000/1109/8;0,071
HO 3000/1109/9;0,071
HO 3000/111/1;0
HO 3000/111/2;0
HO 3000/1110/1;0
HO 3000/1110/10;0,071
HO 3000/1110/11;0,071
HO 3000/1110/12;0,071
HO 3000/1110/13;0
HO 3000/1110/14;0
HO 3000/1110/15;0
HO 3000/1110/16;0
HO 3000/1110/17;0,143
HO 3000/1110/18;0,071
HO 3000/1110/19;0
HO 3000/1110/2;0
HO 3000/1110/20;0,143
HO 3000/1110/21;0
HO 3000/1110/22;0
HO 3000/1110/23;0
HO 3000/1110/24;0,143
HO 3000/1110/25;0,071
HO 3000/1110/26;0,214
HO 3000/1110/27;0
HO 3000/1110/28;0,071
HO 3000/1110/29;0,071
HO 3000/1110/3;0,071
HO 3000/1110/30;0
HO 3000/1110/31;0,071
HO 3000/1110/32;0,286
HO 3000/1110/33;0
HO 3000/1110/34;0,214
HO 3000/1110/35;0
HO 3000/1110/36;0,214
HO 3000/1110/37;0,071
HO 3000/1110/38;0
HO 3000/1110/39;0
HO 3000/1110/4;0
HO 3000/1110/40;0
HO 3000/1110/41;0,071
HO 3000/1110/42;0,143
HO 3000/1110/43;0
HO 3000/1110/44;0,071
HO 3000/1110/45;0
HO 3000/1110/46;0,214
HO 3000/1110/47;0,143
HO 3000/1110/48;0
HO 3000/1110/49;0
HO 3000/1110/5;0
HO 3000/1110/50;0,143
HO 3000/1110/51;0
HO 3000/1110/52;0,143
HO 3000/1110/53;0,071
HO 3000/1110/54;0,143
HO 3000/1110/55;0,071
HO 3000/1110/56;0
HO 3000/1110/6;0
HO 3000/1110/7;0
HO 3000/1110/8;0
HO 3000/1110/9;0
HO 3000/1111/1;0,286
HO 3000/1111/10;0,071
HO 3000/1111/11;0,143
HO 3000/1111/12;0,071
HO 3000/1111/13;0,071
HO 3000/1111/14;0,071
HO 3000/1111/15;0
HO 3000/1111/16;0,071
HO 3000/1111/17;0,071
HO 3000/1111/18;0,143
HO 3000/1111/19;0
HO 3000/1111/2;0,071
HO 3000/1111/20;0,071
HO 3000/1111/3;0,071
HO 3000/1111/4;0,143
HO 3000/1111/5;0,143
HO 3000/1111/6;0
HO 3000/1111/7;0,286
HO 3000/1111/8;0,143
HO 3000/1111/9;0,071
HO 3000/1112/1;0,071
HO 3000/1112/2;0,143
HO 3000/1112/3;0
HO 3000/1112/4;0
HO 3000/1112/5;0
HO 3000/1112/6;0,071
HO 3000/1112/7;0
HO 3000/1113/1;0
HO 3000/1113/10;0,071
HO 3000/1113/11;0,071
HO 3000/1113/12;0
HO 3000/1113/13;0,071
HO 3000/1113/14;0,071
HO 3000/1113/15;0,071
HO 3000/1113/16;0
HO 3000/1113/2;0
HO 3000/1113/3;0,143
HO 3000/1113/4;0,071
HO 3000/1113/5;0
HO 3000/1113/6;0
HO 3000/1113/7;0,143
HO 3000/1113/8;0
HO 3000/1113/9;0
HO 3000/1114/1;0,071
HO 3000/1114/2;0,071
HO 3000/1114/3;0
HO 3000/1114/4;0
HO 3000/1114/5;0
HO 3000/1114/6;0,143
HO 3000/1115/1;0,071
HO 3000/1115/10;0,143
HO 3000/1115/11;0,071
HO 3000/1115/12;0,143
HO 3000/1115/2;0,286
HO 3000/1115/3;0,143
HO 3000/1115/4;0
HO 3000/1115/5;0
HO 3000/1115/6;0,071
HO 3000/1115/7;0,071
HO 3000/1115/8;0,071
HO 3000/1115/9;0,071
HO 3000/1116/1;0
HO 3000/1116/10;0,143
HO 3000/1116/11;0
HO 3000/1116/12;0,143
HO 3000/1116/13;0
HO 3000/1116/14;0,071
HO 3000/1116/15;0,214
HO 3000/1116/16;0,071
HO 3000/1116/17;0
HO 3000/1116/18;0,214
HO 3000/1116/19;0,071
HO 3000/1116/2;0,071
HO 3000/1116/20;0
HO 3000/1116/21;0
HO 3000/1116/3;0,143
HO 3000/1116/4;0
HO 3000/1116/5;0
HO 3000/1116/6;0,143
HO 3000/1116/7;0
HO 3000/1116/8;0,143
HO 3000/1116/9;0,214
HO 3000/1117/1;0,071
HO 3000/1117/10;0,143
HO 3000/1117/11;0,071
HO 3000/1117/13;0,143
HO 3000/1117/14;0,143
HO 3000/1117/15;0,286
HO 3000/1117/16;0,143
HO 3000/1117/17;0
HO 3000/1117/18;0,071
HO 3000/1117/19;0
HO 3000/1117/2;0,071
HO 3000/1117/20;0,071
HO 3000/1117/21;0,071
HO 3000/1117/22;0,071
HO 3000/1117/23;0,071
HO 3000/1117/24;0,214
HO 3000/1117/25;0
HO 3000/1117/26;0,143
HO 3000/1117/27;0,071
HO 3000/1117/28;0,143
HO 3000/1117/29;0,071
HO 3000/1117/3;0,143
HO 3000/1117/30;0,071
HO 3000/1117/31;0,071
HO 3000/1117/32;0,071
HO 3000/1117/4;0,143
HO 3000/1117/5;0
HO 3000/1117/6;0
HO 3000/1117/7;0,071
HO 3000/1117/8;0,071
HO 3000/1117/9;0,071
HO 3000/1119/1;0
HO 3000/1119/10;0,071
HO 3000/1119/11;0,071
HO 3000/1119/12;0,071
HO 3000/1119/13;0,071
HO 3000/1119/14;0,071
HO 3000/1119/15;0,071
HO 3000/1119/16;0
HO 3000/1119/17;0
HO 3000/1119/18;0,071
HO 3000/1119/19;0,071
HO 3000/1119/2;0
HO 3000/1119/20;0
HO 3000/1119/21;0,071
HO 3000/1119/22;0
HO 3000/1119/23;0
HO 3000/1119/24;0,071
HO 3000/1119/3;0
HO 3000/1119/4;0,071
HO 3000/1119/5;0
HO 3000/1119/6;0
HO 3000/1119/7;0,071
HO 3000/1119/8;0,071
HO 3000/1119/9;0,071
HO 3000/112/1;0
HO 3000/112/10;0,071
HO 3000/112/11;0,071
HO 3000/112/12;0,143
HO 3000/112/13;0,143
HO 3000/112/14;0,071
HO 3000/112/15;0,071
HO 3000/112/16;0
HO 3000/112/2;0
HO 3000/112/3;0
HO 3000/112/4;0,071
HO 3000/112/5;0
HO 3000/112/6;0,071
HO 3000/112/7;0,071
HO 3000/112/8;0
HO 3000/112/9;0
HO 3000/1120/1;0,071
HO 3000/1120/10;0
HO 3000/1120/11;0
HO 3000/1120/12;0
HO 3000/1120/13;0,143
HO 3000/1120/14;0
HO 3000/1120/15;0,071
HO 3000/1120/16;0
HO 3000/1120/17;0
HO 3000/1120/18;0,071
HO 3000/1120/19;0
HO 3000/1120/2;0
HO 3000/1120/20;0,071
HO 3000/1120/21;0,071
HO 3000/1120/22;0
HO 3000/1120/23;0,071
HO 3000/1120/24;0,143
HO 3000/1120/25;0,071
HO 3000/1120/26;0
HO 3000/1120/27;0,143
HO 3000/1120/28;0,071
HO 3000/1120/29;0
HO 3000/1120/3;0,071
HO 3000/1120/30;0
HO 3000/1120/31;0
HO 3000/1120/32;0
HO 3000/1120/33;0,143
HO 3000/1120/34;0,143
HO 3000/1120/35;0
HO 3000/1120/36;0,214
HO 3000/1120/37;0,071
HO 3000/1120/38;0,071
HO 3000/1120/39;0
HO 3000/1120/4;0
HO 3000/1120/40;0,071
HO 3000/1120/41;0
HO 3000/1120/42;0,071
HO 3000/1120/43;0,071
HO 3000/1120/44;0
HO 3000/1120/45;0
HO 3000/1120/46;0,071
HO 3000/1120/47;0,071
HO 3000/1120/48;0
HO 3000/1120/49;0,071
HO 3000/1120/5;0
HO 3000/1120/50;0
HO 3000/1120/51;0,071
HO 3000/1120/52;0
HO 3000/1120/53;0
HO 3000/1120/54;0
HO 3000/1120/55;0,143
HO 3000/1120/56;0
HO 3000/1120/57;0
HO 3000/1120/58;0,071
HO 3000/1120/59;0,143
HO 3000/1120/6;0
HO 3000/1120/60;0
HO 3000/1120/61;0,071
HO 3000/1120/62;0
HO 3000/1120/63;0
HO 3000/1120/64;0,071
HO 3000/1120/65;0,071
HO 3000/1120/66;0
HO 3000/1120/67;0
HO 3000/1120/68;0,071
HO 3000/1120/69;0,071
HO 3000/1120/7;0,071
HO 3000/1120/70;0,071
HO 3000/1120/71;0,071
HO 3000/1120/72;0
HO 3000/1120/73;0,071
HO 3000/1120/74;0,071
HO 3000/1120/75;0,071
HO 3000/1120/76;0,143
HO 3000/1120/77;0,071
HO 3000/1120/78;0,143
HO 3000/1120/79;0
HO 3000/1120/8;0,071
HO 3000/1120/80;0,071
HO 3000/1120/81;0
HO 3000/1120/82;0
HO 3000/1120/83;0
HO 3000/1120/84;0
HO 3000/1120/85;0
HO 3000/1120/9;0,071
HO 3000/1124/1;0,143
HO 3000/1124/2;0
HO 3000/1124/3;0,143
HO 3000/1124/4;0
HO 3000/1125/1;0,071
HO 3000/1125/2;0,071
HO 3000/1125/3;0,071
HO 3000/1125/4;0,071
HO 3000/1126/1;0,071
HO 3000/1126/10;0
HO 3000/1126/11;0,071
HO 3000/1126/12;0,071
HO 3000/1126/13;0,214
HO 3000/1126/14;0,071
HO 3000/1126/2;0,071
HO 3000/1126/3;0
HO 3000/1126/4;0,143
HO 3000/1126/5;0
HO 3000/1126/6;0,071
HO 3000/1126/7;0,286
HO 3000/1126/8;0,071
HO 3000/1126/9;0,071
HO 3000/1127/1;0,071
HO 3000/1127/10;0
HO 3000/1127/11;0,071
HO 3000/1127/12;0,071
HO 3000/1127/13;0,143
HO 3000/1127/14;0,071
HO 3000/1127/15;0,071
HO 3000/1127/16;0,214
HO 3000/1127/17;0,071
HO 3000/1127/18;0,071
HO 3000/1127/19;0,071
HO 3000/1127/2;0,071
HO 3000/1127/20;0
HO 3000/1127/21;0,143
HO 3000/1127/22;0
HO 3000/1127/23;0
HO 3000/1127/24;0
HO 3000/1127/25;0
HO 3000/1127/26;0,214
HO 3000/1127/27;0
HO 3000/1127/28;0,143
HO 3000/1127/29;0,143
HO 3000/1127/3;0,071
HO 3000/1127/30;0,071
HO 3000/1127/31;0,071
HO 3000/1127/32;0
HO 3000/1127/33;0
HO 3000/1127/34;0,071
HO 3000/1127/35;0
HO 3000/1127/36;0
HO 3000/1127/37;0,143
HO 3000/1127/38;0,071
HO 3000/1127/39;0,143
HO 3000/1127/4;0
HO 3000/1127/40;0
HO 3000/1127/41;0,143
HO 3000/1127/42;0
HO 3000/1127/43;0,143
HO 3000/1127/44;0
HO 3000/1127/45;0,143
HO 3000/1127/46;0
HO 3000/1127/47;0
HO 3000/1127/48;0,071
HO 3000/1127/49;0,071
HO 3000/1127/5;0
HO 3000/1127/50;0,071
HO 3000/1127/51;0
HO 3000/1127/52;0,071
HO 3000/1127/53;0
HO 3000/1127/54;0,143
HO 3000/1127/55;0
HO 3000/1127/56;0
HO 3000/1127/57;0,071
HO 3000/1127/58;0,071
HO 3000/1127/59;0,071
HO 3000/1127/6;0
HO 3000/1127/60;0
HO 3000/1127/61;0
HO 3000/1127/62;0
HO 3000/1127/63;0,071
HO 3000/1127/64;0,143
HO 3000/1127/65;0,071
HO 3000/1127/66;0
HO 3000/1127/67;0,071
HO 3000/1127/68;0,143
HO 3000/1127/69;0,071
HO 3000/1127/7;0,071
HO 3000/1127/70;0,071
HO 3000/1127/71;0,214
HO 3000/1127/72;0,071
HO 3000/1127/73;0,071
HO 3000/1127/74;0,071
HO 3000/1127/75;0
HO 3000/1127/76;0,143
HO 3000/1127/77;0
HO 3000/1127/78;0
HO 3000/1127/79;0
HO 3000/1127/8;0,143
HO 3000/1127/80;0,214
HO 3000/1127/81;0
HO 3000/1127/82;0,143
HO 3000/1127/83;0,143
HO 3000/1127/84;0
HO 3000/1127/85;0,071
HO 3000/1127/86;0
HO 3000/1127/87;0
HO 3000/1127/88;0
HO 3000/1127/89;0
HO 3000/1127/9;0,071
